target,model,seed,test_block,event_cycle_count,detected_event_cycle_count,event_cycle_recall,normal_cycle_count,false_alarm_cycle_count,normal_cycle_false_alarm_rate,window_macro_f1,window_positive_precision,window_positive_recall,window_positive_f1,window_pr_auc
GripLost,1d_cnn,42,8,2,2,1.0,10,7,0.7,0.5670783741298001,0.2037037037037037,0.5789473684210527,0.3013698630136986,0.4503323847148462
GripLost,1d_cnn,43,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.2042909764383623
GripLost,1d_cnn,44,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.19899648234213207
GripLost,1d_cnn,42,9,6,6,1.0,20,7,0.35,0.7061988192725195,0.45918367346938777,0.5625,0.5056179775280899,0.5388365617423411
GripLost,1d_cnn,43,9,6,6,1.0,20,6,0.3,0.7122257053291536,0.49411764705882355,0.525,0.509090909090909,0.5444536755455867
GripLost,1d_cnn,44,9,6,6,1.0,20,7,0.35,0.6687448466632976,0.376,0.5875,0.4585365853658537,0.5770832558554516
GripLost,1d_cnn,42,10,6,4,0.6666666666666666,21,13,0.6190476190476191,0.6412219454482698,0.29508196721311475,0.5217391304347826,0.3769633507853403,0.49478446555406197
GripLost,1d_cnn,43,10,6,6,1.0,21,16,0.7619047619047619,0.5939046674563603,0.22857142857142856,0.6956521739130435,0.34408602150537637,0.4433894410598435
GripLost,1d_cnn,44,10,6,6,1.0,21,17,0.8095238095238095,0.6444112828326046,0.2857142857142857,0.6956521739130435,0.4050632911392405,0.4765963291770718
GripLost,lstm,42,1,5,5,1.0,19,10,0.5263157894736842,0.8393091961076532,0.7216494845360825,0.7777777777777778,0.7486631016042781,0.8617154641897802
GripLost,lstm,43,1,5,5,1.0,19,1,0.05263157894736842,0.8101623826381407,0.8928571428571429,0.5555555555555556,0.684931506849315,0.8304690022414613
GripLost,lstm,44,1,5,5,1.0,19,5,0.2631578947368421,0.8713343108504399,0.813953488372093,0.7777777777777778,0.7954545454545454,0.8805702381829479
GripLost,lstm,42,2,3,3,1.0,20,9,0.45,0.634971098265896,0.2777777777777778,0.7142857142857143,0.4,0.5076427781339412
GripLost,lstm,43,2,3,3,1.0,20,8,0.4,0.712431693989071,0.3875,0.7380952380952381,0.5081967213114754,0.6432907947113886
GripLost,lstm,44,2,3,3,1.0,20,12,0.6,0.6667699084589442,0.3106060606060606,0.9761904761904762,0.47126436781609193,0.5801570778289876
GripLost,lstm,42,3,5,5,1.0,19,1,0.05263157894736842,0.8371280536841966,0.7058823529411765,0.72,0.7128712871287128,0.7912197631811569
GripLost,lstm,43,3,5,5,1.0,19,2,0.10526315789473684,0.791582512701499,0.5964912280701754,0.68,0.6355140186915887,0.7180571959227581
GripLost,lstm,44,3,5,5,1.0,19,3,0.15789473684210525,0.8112493563413845,0.6031746031746031,0.76,0.672566371681416,0.7741991671330193
GripLost,lstm,42,4,7,7,1.0,10,2,0.2,0.8288743059061081,0.5797101449275363,0.9302325581395349,0.7142857142857143,0.8822750636446033
GripLost,lstm,43,4,7,7,1.0,10,2,0.2,0.8750670061645671,0.6721311475409836,0.9534883720930233,0.7884615384615384,0.9144970090519131
GripLost,lstm,44,4,7,7,1.0,10,1,0.1,0.8639765530957241,0.6785714285714286,0.8837209302325582,0.7676767676767676,0.8549688678582364
GripLost,lstm,42,5,1,1,1.0,24,5,0.20833333333333334,0.7521398726218003,0.4666666666666667,0.5833333333333334,0.5185185185185185,0.7231650631267
